component_id	family	label	is_aggregate	removed_row_count	removed_trace	removed_frobenius_norm	interpretation	solver_status	interpretation_status	rank_change_from_baseline	zero_diagonal_count	zero_precision_row_count	discarded_equation_indices	matched_leave_one_block_out_id	matched_leave_one_block_out_delta_h0	matched_leave_one_block_out_baseline_delta_h0	matched_leave_one_block_out_delta_h0_error	matched_leave_one_block_out_parameter_max_absolute_difference	matched_leave_one_block_out_match_status	covariance_model_status	zero_diagonal_atol	zero_precision_row_l2_atol	policy	nrows	npars	atol	rtol	covar_rank	covar_nullity	normal_rank	normal_nullity	covar_min_eigenvalue	covar_max_eigenvalue	covar_materially_indefinite	status	message	logh0_value	logh0_variance	h0_value	h0_error	chi2	ndof	reduced_chi2	normal_condition_number	mzero_value	mzero_error	delta_h0	absolute_delta_h0	delta_h0_in_baseline_sigma	delta_sigma_h0	absolute_delta_sigma_h0
hms:045:N3982_ceph_hst_R22	hms	HMS N3982&ceph_hst&R22	0	3	0.0	0.014148252754315636	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-2.995170051012693e-17	0.1908323000432705	0	OK		1.865665752510285	2.2444155778071477e-05	73.39487793177639	0.8050150410183505	120.25816538461115	121	0.9938691354100094	10055.122606040086	-19.25498422344779	0.02235994785437107	-0.10387571183022715	0.10387571183022715	-0.12843188498521255	-0.0037849843194948107	0.0037849843194948107
hms:047:N4038_ceph_hst_R22	hms	HMS N4038&ceph_hst&R22	0	3	0.0	0.03468722424755258	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-2.9778800772030035e-17	0.19083057640563744	0	OK		1.8664747865816915	2.2543413623556342e-05	73.53173046244929	0.8083072480284841	118.24661804914153	121	0.9772447772656325	10092.41568944832	-19.2508354515994	0.02241927998549471	0.032976818842669786	0.032976818842669786	0.040772524492559185	-0.0004927773093612586	0.0004927773093612586
hms:052:N4424_ceph_hst_R22	hms	HMS N4424&ceph_hst&R22	0	3	0.0	0.04203569347590212	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-2.3847715577117477e-17	0.1908297136866145	0	OK		1.8664145796746716	2.2561967629087736e-05	73.52153735296127	0.8085295384746587	118.08035943816698	121	0.9758707391584048	10096.700891480423	-19.25114502308554	0.022430165107904645	0.022783709354655457	0.022783709354655457	0.028169768349275745	-0.0002704868631866475	0.0002704868631866475
hms:058:N4536_ceph_hst_R22	hms	HMS N4536&ceph_hst&R22	0	3	0.0	0.007681599833368047	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-3.261002367309848e-17	0.19083268606254322	0	OK		1.8665535820954826	2.2505417762312474e-05	73.54507278284429	0.8077685930006595	118.61566663676903	121	0.9802947655931326	10065.686386680078	-19.250433379209518	0.022397496138318217	0.04631913923766717	0.04631913923766717	0.057268963633277735	-0.0010314323371858336	0.0010314323371858336
hms:063:N4639_ceph_hst_R22	hms	HMS N4639&ceph_hst&R22	0	3	0.0	0.018540187863125872	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-4.265486853503623e-17	0.19083200070374734	0	OK		1.8661784766883311	2.2533716312707967e-05	73.4815784365685	0.8075812424783209	117.81601114393226	121	0.9736860425118369	10075.059670199305	-19.252339687446923	0.02241374422750688	-0.017175207038121698	0.017175207038121698	-0.021235418521342666	-0.001218782859524481	0.001218782859524481
hms:068:N4680_ceph_hst_R22	hms	HMS N4680&ceph_hst&R22	0	3	0.0	0.10394654672474694	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-2.784832410727062e-17	0.19080751131321255	0	OK		1.866232122164786	2.256827804908465e-05	73.49065568235845	0.8083035609956823	117.74589766518748	121	0.9731065922742768	9758.40546263854	-19.2520727827738	0.022433152594695534	-0.008097961248168417	0.008097961248168417	-0.01001231576963144	-0.0004964643421629944	0.0004964643421629944
hms:070:N5468_ceph_hst_R22	hms	HMS N5468&ceph_hst&R22	0	3	0.0	0.014902695595092856	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-3.0107172852424215e-17	0.19083225088547057	0	OK		1.865872468590207	2.2424173622747046e-05	73.42982084132024	0.8050377406642326	118.65140455855379	121	0.9805901203186264	10059.614405869539	-19.25390936265064	0.02234921628512831	-0.06893280228638332	0.06893280228638332	-0.08522848680375507	-0.0037622846736127258	0.0037622846736127258
hms:072:N5584_ceph_hst_R22	hms	HMS N5584&ceph_hst&R22	0	3	0.0	0.007958392174302546	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-2.8971941146014883e-17	0.1908326707673475	0	OK		1.8669773735646231	2.2442157871684526e-05	73.6168742624737	0.8074138218619709	120.6319250467701	121	0.9969580582377695	10055.805055226014	-19.248275974587408	0.022360489559903	0.11812061886708136	0.11812061886708136	0.146044281857856	-0.0013862034758744812	0.0013862034758744812
hms:076:N5643_ceph_hst_R22	hms	HMS N5643&ceph_hst&R22	0	3	0.0	0.008526673794628242	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-4.010623902095962e-17	0.19083263903563907	0	OK		1.8662460505027338	2.2384757659306918e-05	73.49301265244502	0.8050182238672505	117.60695067118588	121	0.9719582700098007	10040.822705959039	-19.251998179132933	0.022326794999821525	-0.005740991161601983	0.005740991161601983	-0.007098158978424738	-0.0037818014705948144	0.0037818014705948144
hms:081:N5728_ceph_hst_R22	hms	HMS N5728&ceph_hst&R22	0	3	0.0	0.1049581859885164	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-4.1582695172858577e-17	0.19080661207489774	0	OK		1.8659294563993898	2.2520931618446525e-05	73.43945688173801	0.8068880672763328	119.48015670708764	121	0.9874393116288235	10043.388055311652	-19.25363449861831	0.022405038986536396	-0.05929676186860888	0.05929676186860888	-0.07331449061693578	-0.0019119580615125642	0.0019119580615125642
hms:082:N5861_ceph_hst_R22	hms	HMS N5861&ceph_hst&R22	0	3	0.0	0.02548449128391618	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-3.1211328533379566e-17	0.19083145657144407	0	OK		1.8661581868657366	2.2517838104312616e-05	73.4781455277342	0.8072573916912802	117.8406984651329	121	0.973890069959776	10075.970911851	-19.252451401104928	0.022403581446621225	-0.020608115872420285	0.020608115872420285	-0.02547986551287759	-0.0015426336465651502	0.0015426336465651502
hms:084:N5917_ceph_hst_R22	hms	HMS N5917&ceph_hst&R22	0	3	0.0	0.03645820533158482	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-3.1207412066150165e-17	0.190830382774703	0	OK		1.8662347202805174	2.247921304724529e-05	73.4910953328899	0.8067031072687172	117.60356219794225	121	0.9719302660986963	10055.915673075633	-19.25205912172415	0.02238023784934195	-0.007658310716720962	0.007658310716720962	-0.009468732043525833	-0.002096918069128151	0.002096918069128151
hms:085:N7250_ceph_hst_R22	hms	HMS N7250&ceph_hst&R22	0	3	0.0	0.04013243994575959	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-3.1929006031196106e-17	0.19082995263274194	0	OK		1.8662529094435918	2.256406648345011e-05	73.49417335843798	0.8082664100262633	117.63104751400871	121	0.9721574174711464	10095.072347688643	-19.251960946995666	0.022431298313576608	-0.004580285168643172	0.004580285168643172	-0.0056630625929195945	-0.0005336153115820252	0.0005336153115820252
hms:087:N7329_ceph_hst_R22	hms	HMS N7329&ceph_hst&R22	0	3	0.0	0.03527265229607777	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-3.51953540866608e-17	0.19083051334045925	0	OK		1.866404764629312	2.243301334756423e-05	73.51987578667413	0.806184767424142	117.65128105018901	121	0.9723246367784216	10050.08229273942	-19.251182225302273	0.022352740630615747	0.021122143067515253	0.021122143067515253	0.026115408513609138	-0.002615257913703317	0.002615257913703317
hms:088:N7541_ceph_hst_R22	hms	HMS N7541&ceph_hst&R22	0	3	0.0	0.03586297932408851	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-4.2942274428172175e-17	0.19083044880974903	0	OK		1.8664501675474527	2.2534933188936615e-05	73.52756225641343	0.8081085548626845	118.00507182099628	121	0.9752485274462502	10064.949549339342	-19.250947619823336	0.022413356583598873	0.028808612806813017	0.028808612806813017	0.035618956360417175	-0.0006914704751608269	0.0006914704751608269
hms:089:N7678_ceph_hst_R22	hms	HMS N7678&ceph_hst&R22	0	3	0.0	0.05961078238037142	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-2.6805048273246935e-17	0.19082685175351127	0	OK		1.8665796897364082	2.2480433927814208e-05	73.54949408255301	0.8073661871180065	118.3072584558509	121	0.9777459376516603	10052.886876741313	-19.25027937946993	0.02238096403701785	0.050740438946391464	0.050740438946391464	0.06273545667261396	-0.00143383821983889	0.00143383821983889
hms:091:U9391_ceph_hst_R22	hms	HMS U9391&ceph_hst&R22	0	3	0.0	0.01234787779337	Off-diagonal-only covariance exactly matching equations.py.	OK	PSD_ALGEBRAIC_SENSITIVITY	2	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	185	70	64	0	-3.6069305526962254e-17	0.19083241374327875	0	OK		1.8661568570015215	2.2471295935584966e-05	73.47792052877428	0.8064156661028079	117.73556825769474	121	0.9730212252702044	10068.878013525265	-19.25246088608084	0.022375528128049257	-0.020833114832342403	0.020833114832342403	-0.025758054129189925	-0.0023843592350374365	0.0023843592350374365
group_equation_diagonal	group_equation	All group-equation diagonal variances	0	13	0.06711899999999998	0.020052354051332724	Encoded intrinsic group dispersions.	HOLD_UNIDENTIFIED	HOLD_UNIDENTIFIED	-13	13	13	[166,167,168,169,170,171,172,173,174,175,176,177,178]	all_group_equations					HOLD_SOLVER_STATUS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	170	85	62	2	-2.7006434517013595e-17	0.19083307124362708	0	HOLD_UNIDENTIFIED	normal matrix is not full rank under the stated policy															
sn1a_calibrator_diagonal	sn1a_calibrator	All SN-Ia calibrator diagonal variances	0	55	0.89553	0.1456445878500125	Calibrator-magnitude variances including configured intrinsic dispersion.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-55	55	55	[179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233]	all_sn1a_calibrator_equations	-6.0396132539608516e-12	0.23837254264697094	-1.2789769243681803e-13	5.258016244624741e-13	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	128	127	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8676862075069351	9.808865705738669e-05	73.73712618624755	1.700876132978621	49.45845867050138	64	0.772788416726584	25016.54091443861	-19.243486067942612	0.05041595715439386	0.23837254264093133	0.23837254264093133	0.29472370817664145	0.8920761076407757	0.8920761076407757
sbf_calibrator_diagonal	sbf_calibrator	All SBF calibrator diagonal variances	0	14	0.040203	0.01083216492673556	Sum of the encoded apparent- and absolute-magnitude variances.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-14	14	14	[234,235,236,237,238,239,240,241,242,243,244,245,246,247]	all_sbf_calibrator_equations	8.952838470577262e-13	-0.1889450027351387	1.4210854715202004e-14	1.0658141036401503e-13	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	169	86	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8651620858773637	2.3865083817356944e-05	73.30980864087238	0.8292856327207971	111.97428258707954	105	1.0664217389245672	16351.70759678793	-19.255585558952156	0.022794805155021292	-0.18894500273424342	0.18894500273424342	-0.233611519306418	0.020485607382951798	0.020485607382951798
sn1a_hubble_flow_link_variance	sn1a_hubble_flow_link	SN-Ia Hubble-flow link variance	0	1	3.5820923743604075e-06	3.5820923743604075e-06	The Hubble-flow fit is compressed to this one network variance.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-1	1	1	[248]	sn1a_hubble_flow_link	0.0	0.8672160359466687	0.0	8.526512829121202e-14	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	182	73	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8713742452045725	7.981164301122718e-05	74.36596967955329	1.5456016933131593	117.10614691902943	118	0.9924249738900799	3636.353477305624	-19.256140556674367	0.02334402048076929	0.8672160359466687	0.8672160359466687	1.072225530141919	0.736801667975314	0.736801667975314
sbf_hubble_flow_link_variance	sbf_hubble_flow_link	SBF Hubble-flow link variance	0	1	9.633424109188402e-06	9.633424109188402e-06	The Hubble-flow fit is compressed to this one network variance.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-1	1	1	[249]	sbf_hubble_flow_link	7.389644451905042e-13	-0.20612377425555906	1.4210854715202004e-14	2.2737367544323206e-13	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	182	73	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8650603052277752	2.385849472175576e-05	73.2926298693518	0.8289761973603191	116.38611951680319	118	0.9863230467525694	11826.9011424877	-19.25610020385183	0.02279110959683788	-0.2061237742548201	0.2061237742548201	-0.25485134495231965	0.020176172022473793	0.020176172022473793
megamaser:00:UGC_3789	megamaser	Megamaser UGC_3789	0	1	0.0022382742003380952	0.0022382742003380952	Individual megamaser log10(H0) variance.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-1	1	1	[250]	megamaser:00:UGC_3789	-2.984279490192421e-13	0.09631072457965217	0.0	1.4921397450962104e-13	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	182	73	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8668486894796574	2.2821241534644323e-05	73.59506436818597	0.8140007041240409	116.15547978165367	118	0.9843684727258786	10160.803024011198	-19.249349179173272	0.0225434788621653	0.09631072457935375	0.09631072457935375	0.11907853803432265	0.005200678786195567	0.005200678786195567
megamaser:01:NGC_6264	megamaser	Megamaser NGC_6264	0	1	0.004011318533113033	0.004011318533113033	Individual megamaser log10(H0) variance.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-1	1	1	[251]	megamaser:01:NGC_6264	-1.8047785488306545e-12	0.006036022575017341	-2.842170943040401e-14	1.2079226507921703e-13	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	182	73	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8663156391905726	2.2718854526178725e-05	73.50478966617983	0.8111663715793327	117.54974041422909	118	0.9961842407985516	10140.008715475753	-19.25166824639696	0.022500456045372475	0.006036022573212563	0.006036022573212563	0.007462935687583893	0.0023663462414873493	0.0023663462414873493
megamaser:02:NGC_6323	megamaser	Megamaser NGC_6323	0	1	0.012999990960738632	0.012999990960738632	Individual megamaser log10(H0) variance.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-1	1	1	[252]	megamaser:02:NGC_6323	-2.984279490192421e-13	0.014830237408773428	-1.4210854715202004e-14	1.9184653865522705e-13	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	182	73	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8663675956758476	2.2630232677895663e-05	73.5135838810151	0.8096708936647588	117.36445569515689	118	0.9946140313148889	10122.101292977703	-19.25144220659446	0.022463150793975543	0.014830237408475	0.014830237408475	0.01833609908985875	0.0008708683269134099	0.0008708683269134099
megamaser:03:NGC_5765b	megamaser	Megamaser NGC_5765b	0	1	0.0005669972336531173	0.0005669972336531173	Individual megamaser log10(H0) variance.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-1	1	1	[253]	megamaser:03:NGC_5765b	-1.5631940186722204e-13	0.04809916021032734	0.0	1.7053025658242404e-13	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	182	73	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8665640932541745	2.3528348156714686e-05	73.54685280381679	0.8260437691988471	117.47357132957195	118	0.9955387400811182	10307.264327794908	-19.250587332105574	0.02283839112165666	0.04809916021017102	0.04809916021017102	0.05946978079047344	0.017243743861001803	0.017243743861001803
megamaser:04:CGCG_074-064	megamaser	Megamaser CGCG_074-064	0	1	0.001631318972446265	0.001631318972446265	Individual megamaser log10(H0) variance.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-1	1	1	[254]	megamaser:04:CGCG_074-064	-1.0516032489249483e-12	-0.038065369659406656	-1.4210854715202004e-14	9.947598300641403e-14	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	182	73	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8660549930560562	2.2908144312386644e-05	73.46068827394616	0.8140685134385137	117.40012717982466	118	0.9949163320324124	10178.539049181567	-19.252802203023414	0.022579930920593363	-0.03806536966045826	0.03806536966045826	-0.047064006513300866	0.005268488100668378	0.005268488100668378
aggregate:anchor:all	anchor	All anchor covariance components	1	166	0.13032	0.09771585648194463	Pre-specified aggregate of all anchor components.	OK	PSD_ALGEBRAIC_SENSITIVITY	0	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	183	72	64	0	-2.1362190024935992e-17	0.1892948852551451	0	OK		1.865512139791977	1.5040307609354918e-05	73.36892228761636	0.6581073217977007	119.32090517270102	119	1.002696682123538	8409.710831594693	-19.255658384783718	0.017680216179524748	-0.1298313559902624	0.1298313559902624	-0.16052343215003032	-0.15069270354014463	0.15069270354014463
aggregate:mas:all	mas	All mas covariance components	1	166	0.12154000000000001	0.04725692624367354	Pre-specified aggregate of all mas components.	OK	PSD_ALGEBRAIC_SENSITIVITY	0	0	0	[]						NO_EXACT_ROW_BLOCK	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	183	72	64	0	-3.158898824175663e-17	0.19011526357334657	0	OK		1.8695263652975367	1.6674187357089495e-05	74.0502220747754	0.6995321742693363	126.51640583379252	119	1.0631630742335505	8696.223793443702	-19.23716347221936	0.0197336580894719	0.5514684311687859	0.5514684311687859	0.6818353287494409	-0.109267851068509	0.109267851068509
aggregate:hms:all	hms	All hms covariance components	1	111	0.0	0.2823558581719175	Pre-specified aggregate of all hms components.	OK	PSD_ALGEBRAIC_SENSITIVITY	72	0	0	[]						NO_EXACT_ROW_BLOCK	PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	255	0	64	0	3.5820923743604075e-06	0.12327595661016538	0	OK		1.8650603618319321	2.0794291170455606e-05	73.29263942201241	0.7736243732800006	150.72724717273064	191	0.7891478909567049	8537.235405988695	-19.258034829610196	0.02134608810579668	-0.20611422159420556	0.20611422159420556	-0.25483953404688536	-0.035175652057844786	0.035175652057844786
aggregate:megamaser:all	megamaser	All megamaser covariance components	1	5	0.021447899900289145	0.013895430910990663	Pre-specified aggregate of all megamaser components.	OK	PSEUDOINVERSE_DISCARDED_CONSTRAINT	-5	5	5	[250,251,252,253,254]	all_megamaser_equations	-1.0658141036401503e-12	0.13437601989137704	0.0	1.1368683772161603e-13	PASS	SINGULAR_PSD	1e-10	1e-10	official_after_component_ablation	255	64	1e-10	0.0	178	77	64	0	-2.7006434517013595e-17	0.19083307124362708	0	OK		1.8670732598913595	2.4321473557503527e-05	73.63312966349693	0.8409149319949023	115.69898165982802	114	1.0149033478932283	10476.707250563324	-19.248372172140584	0.023164712133641307	0.13437601989031123	0.13437601989031123	0.16614245262193306	0.03211490665705696	0.03211490665705696
