tau	original_reml_deviance	transformed_reml_deviance	original_reml_delta	transformed_reml_delta	reml_centered_deviance_difference	original_ml_deviance	transformed_ml_deviance	original_ml_delta	transformed_ml_delta	ml_centered_deviance_difference	original_h0_value	transformed_h0_value	h0_difference	original_h0_error	transformed_h0_error	h0_error_difference	original_chi2	transformed_chi2	original_covariance_min_eigenvalue	original_covariance_rank_at_public_cutoff
0.00012339521125418298	2338102.4098570356	2339336.0668293373	2338949.5714078783	2338949.5721832877	-0.000775409396737814	2337696.9082015255	2338930.565173827	2338949.2745286734	2338949.275304083	-0.000775409396737814	73.49875350319653	73.4987535032598	-6.328093604679452e-11	0.8088001208785158	0.8088001208792122	-6.963318810448982e-13	2339887.1247991244	2339887.125574529	1.5226378118328542e-08	255
0.00013160740129524926	2055222.6746223397	2056456.3312767884	2056069.8361731821	2056069.8366307388	-0.0004575566854327917	2054817.1729681308	2056050.8296225797	2056069.5392952787	2056069.5397528354	-0.0004575566854327917	73.49875348390944	73.49875348393364	-2.4201085579989012e-11	0.80880013401881	0.80880013401908	-2.7000623958883807e-13	2056998.1115040958	2056998.1119616528	1.7320508038064683e-08	255
0.00014036612847163164	1806545.536067733	1807779.1921208978	1807392.6976185755	1807392.6974748482	0.00014372728765010834	1806140.0344150043	1807373.690468169	1807392.4007421522	1807392.4005984247	0.000143727520480752	73.49875346200054	73.49875346193559	6.494360604847316e-11	0.808800148966597	0.8088001489659007	6.963318810448982e-13	1808311.6948887554	1808311.6947450344	1.9702649980674906e-08	255
0.0001497077658870681	1587935.7402982735	1589169.3965015467	1588782.901849116	1588782.9018554972	-6.381189450621605e-06	1587530.2386472283	1588763.8948505018	1588782.6049743763	1588782.6049807575	-6.381189450621605e-06	73.4987534370048	73.49875343694917	5.562128535530064e-11	0.8088001659694157	0.8088001659688189	5.968558980384842e-13	1589692.6210581071	1589692.6210644906	2.2412415132915115e-08	255
0.00015967110734572124	1395758.0067689102	1396991.6628569926	1396605.1683197527	1396605.168210943	0.00010880967602133751	1395352.5051197803	1396586.1612078627	1396604.8714469282	1396604.8713381183	0.00010880990885198116	73.49875340857422	73.49875340858647	-1.2249756764504127e-11	0.8088001853107158	0.8088001853108437	-1.2789769243681803e-13	1397505.6094670321	1397505.609358224	2.54948624831876e-08	255
0.00017029752845447479	1226816.5757947236	1228050.2320378905	1227663.737345566	1227663.737391841	-4.6274857595562935e-05	1226411.0741477723	1227644.7303909392	1227663.4404749202	1227663.4405211948	-4.627462476491928e-05	73.49875337623646	73.49875337626501	-2.8549607122840825e-11	0.808800207312089	0.8088002073124159	-3.268496584496461e-13	1228554.9004305396	1228554.9004768138	2.9001248160917075e-08	255
0.00018163115844689988	1078302.0707663752	1079535.7269718251	1079149.2323172176	1079149.2323257755	-8.557923138141632e-06	1077896.569121902	1079130.225327352	1079148.93544905	1079148.9354576077	-8.557690307497978e-06	73.49875333946557	73.49875333947672	-1.1155520951433573e-11	0.8088002323395642	0.8088002323396921	-1.2789769243681803e-13	1080031.1173392094	1080031.1173477639	3.2989877691146086e-08	255
0.00019371906344243833	947744.7813095282	948978.437604206	948591.9428603706	948591.9429581565	-9.778584353625774e-05	947339.2796678741	948572.935962552	948591.6459950219	948591.6460928078	-9.778584353625774e-05	73.49875329765689	73.49875329764866	8.22808488010196e-12	0.8088002608093063	0.8088002608092211	8.526512829121202e-14	949464.5498186079	949464.5499163953	3.752707551072331e-08	255
0.00020661144190183944	832973.5965982086	834207.2527975505	833820.7581490511	833820.758151501	-2.4498440325260162e-06	832568.0949597614	833801.7511591032	833820.4612869092	833820.461289359	-2.4498440325260162e-06	73.4987532500597	73.49875325006624	-6.536993168992922e-12	0.8088002931941958	0.8088002931942668	-7.105427357601002e-14	834684.0870426629	834684.0870451133	4.2688287892516506e-08	255
0.00022036183309053406	732079.9032958982	733313.5594547023	732927.0648467407	732927.0648086527	3.8087950088083744e-05	731674.4016610987	732908.0578199029	732926.7679882465	732926.7679501587	3.808783367276192e-05	73.4987531959523	73.49875319594659	5.7127635955112055e-12	0.8088003300334492	0.8088003300333924	5.684341886080802e-14	733781.1156747343	733781.115636645	4.8559337455969426e-08	255
0.00023502733941564962	643385.8480061215	644619.5042549184	644233.0095569639	644233.0096088689	-5.1904935389757156e-05	642980.3463754714	644214.0026242684	644232.7127026193	644232.7127545242	-5.1904935389757156e-05	73.49875313438964	73.49875313438412	5.5280224842135794e-12	0.8088003719391281	0.8088003719390713	5.684341886080802e-14	645077.782318204	645077.7823701091	5.5237850231486024e-08	255
0.0002506688635599837	565416.4380088123	566650.0942065716	566263.5995596547	566263.599560522	-8.672941476106644e-07	565010.9363828824	566244.5925806417	566263.3027100302	566263.3027108975	-8.672941476106644e-07	73.49875306433863	73.49875306435314	-1.4509282664221246e-11	0.808800419608005	0.8088004196081613	-1.5631940186722204e-13	567099.0942528573	567099.0942537241	6.283487912277437e-08	255
0.00026735136139770195	496875.0137316207	498108.66995446006	497722.1752824632	497722.1753084105	-2.594728721305728e-05	496469.5121110602	497703.1683338995	497721.878438208	497721.8784641553	-2.594728721305728e-05	73.49875298467789	73.49875298468125	-3.353761712787673e-12	0.8088004738331307	0.8088004738331591	-2.842170943040401e-14	498548.39190616395	498548.39193211123	7.147675038595544e-08	255
0.00028514411174206583	436621.68797355326	437855.34416304564	437468.8495243958	437468.84951699607	7.399707101285458e-06	436216.18635910057	437449.84254859295	437468.5526862484	437468.55267884873	7.399648893624544e-06	73.49875289406357	73.49875289406015	3.424815986363683e-12	0.8088005355160419	0.8088005355160135	2.842170943040401e-14	438285.78807692864	438285.7880695293	8.13071644281948e-08	255
