h0dn_row_1based	CID	IDSURVEY	source_directory	raw_SURVEY	used_filter_token	observation_count_for_token	kcor_input_path	kcor_output_path	kcor_output_git_blob_sha1	definition_count	kcor_declared_SURVEY	kcor_filter_name	kcor_MAGSYSTEM	kcor_FILTSYSTEM	kcor_FILTPATH	transmission_basename	public_transmission_path	public_transmission_git_blob_sha1	public_transmission_sha256	mapping_classification	evidence_level	executed_run_lineage
1	2009cz	56	SWIFT	SWIFT	B	13	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-B	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	B_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/B_UVOT_rev.txt	a19745c0da113289d0bb8b0ad6a796823324a037	0e733cf59b7f780f4a986e36a2a69fdf8331efe5fd7f0b7f03fd09aa71012d7f	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
1	2009cz	56	SWIFT	SWIFT	N	6	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-N	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	U_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/U_UVOT_rev.txt	42f2fec50304508a31df361f3c27ee54dd40b65c	b24c7b82a64d6aeaeaa2a13ff714392e0d1ef7f082ec680975458671387984c7	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
1	2009cz	56	SWIFT	SWIFT	U	13	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-U	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	U_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/U_UVOT_rev.txt	42f2fec50304508a31df361f3c27ee54dd40b65c	b24c7b82a64d6aeaeaa2a13ff714392e0d1ef7f082ec680975458671387984c7	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
1	2009cz	56	SWIFT	SWIFT	V	13	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-V	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	V_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/V_UVOT_rev.txt	cf3336e6dd369718ae84b9f0697ed10159cbef4a	2167055891996afc7891c5bd45fde11a10849dbc327a8a01d2471d5370ad3952	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
1	2009cz	56	SWIFT	SWIFT	W	13	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-W	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	U_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/U_UVOT_rev.txt	42f2fec50304508a31df361f3c27ee54dd40b65c	b24c7b82a64d6aeaeaa2a13ff714392e0d1ef7f082ec680975458671387984c7	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
1	2009cz	56	SWIFT	SWIFT	X	12	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-X	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	U_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/U_UVOT_rev.txt	42f2fec50304508a31df361f3c27ee54dd40b65c	b24c7b82a64d6aeaeaa2a13ff714392e0d1ef7f082ec680975458671387984c7	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	B	8	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-B	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	B_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/B_tel_ccd_atm_ext_1.2.dat	ed16304ca664fa79abd264a9a8df8794eedb9bb5	df6b951c5ed536c3afb7978185e2b84d68122c4a404efe1df842f3da0e1bef7c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	H	12	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-H	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	H_SWO_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/H_SWO_TAM_scan_atm.dat	80f88d19c64aa6896007664497b5696f34a37542	03c70045453ef3990d19ecf4e77298698ad26259fe556bd6a7b96f01bfb32d20	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	J	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-J	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	Jrc1_SWO_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/Jrc1_SWO_TAM_scan_atm.dat	d324d6b806211446ce1dbe3483067dfff78a2dfb	3939c6b4c446c675afb69c561f5875350bc51895e632cd7a206d29f02b5c53ab	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	Y	9	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-Y	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	Y_SWO_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/Y_SWO_TAM_scan_atm.dat	02e4c0d6dea47ab2bdc195a3aedb5c4d81980939	caa1c6aa2696af7b3567e68101194bf35e08d856b1ec57f58cabce67a91547b4	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	g	8	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-g	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	g_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/g_tel_ccd_atm_ext_1.2.dat	d7f525225664050f595970d51755d597899f9d38	e2fb29cced302fb7e19b96f780ea9752835967a9208e5441e3936318e31645d5	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	i	8	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-i	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	i_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/i_tel_ccd_atm_ext_1.2.dat	510329b2cae3a935c3dee7e5c34ef62a5d82f1ea	abdd2b0657023e0b1fc3828dbdda1ed4d0ab6ecaaa6428686d415f875876b01c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	j	10	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-j	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	Jrc2_SWO_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/Jrc2_SWO_TAM_scan_atm.dat	ab185dde790cb3e9cda01c0d4027447ab9a34e93	a2769e3129803a478c90b8a3a1eb1e3e6d637fcce5ec607828a126d17c167264	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	n	8	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-n	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	V_LC9844_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/V_LC9844_tel_ccd_atm_ext_1.2.dat	6541ce8a5f2c14e332f95cba469435f1c8a8fd3c	a26438b594e812b365d2c5b55035ff60cadbe2db4021b3ff9a61cf4c9bf3fe49	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	r	8	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-r	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	r_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/r_tel_ccd_atm_ext_1.2.dat	6ca739a4a935e052ce6ae4a96663feeac8250a26	cead2f587b2ff14c0fcd31175ec6b73a477d2ff9767821a02d649167139ae1fd	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	u	8	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-u	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	u_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/u_tel_ccd_atm_ext_1.2.dat	9f04c0c265228b8285f1af1686dd77096f2059f0	715cfb4eea7a74abbf7d6365f29a551a0ca9a16dd21d8f32af904d4b580f8790	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
2	2009cz	5	CSPDR3_anthony	CSP	y	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-y	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	Y_DUP_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/Y_DUP_TAM_scan_atm.dat	7261bed97f866ab6093ba12d1069faf05c5d6d6e	478e4ebb2ef4eb838b2d872ddc72c16d66aab72a6ffb040a68775fab50ff3af6	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
5	2007qe	57	KAIT_DS15	KAITM	E	13	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT4-E	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	B_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/B_kait4.txt	11dc6ff83540087cfc38161bb88566880bc412f7	549e056bc705797206c903422a34de5f089848074dc285326fc9bb39a7ba148e	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
5	2007qe	57	KAIT_DS15	KAITM	F	11	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT4-F	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	V_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/V_kait4.txt	5fc9f5caf51d26764a56ab880ee09795e271b1d9	e3a6c81d258ebd8682bd836890986a48e483f802098c107d0a3ed7acbd846419	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
5	2007qe	57	KAIT_DS15	KAITM	G	13	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT4-G	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	R_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/R_kait4.txt	fe26ce9b9c766eae0857dddd52f74c290d36e044	8d0c25563513921c557d8cc0519b9f6eb6dab1168767b4756ed58c128acbae9b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
5	2007qe	57	KAIT_DS15	KAITM	H	12	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT4-H	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	I_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/I_kait4.txt	15abcf7e5a25eff12a399998f43590a46a357138	29daef418c998fa264e2b6f4bd03dab5365f480f50a141b30849b4a6973a4be8	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
6	2007qe	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	g	43	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-B/g	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_B_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_B_p1+modtran.dat	d44226cb58b4489d6399e97ce7a3935de74fa63c	cca7349553217ed6420d7c28cc644fa45d381992215ec8625505746ee9fa446c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
6	2007qe	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	h	24	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-V/h	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_V_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_V_p1+modtran.dat	9f4cc89d6fc142d476d9882a445f476715d9616f	351378bba990897cbccaeb80620764b6c8128a39253afc06a944139815b06a4b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
6	2007qe	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	i	26	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-r/i	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_r_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_r_p1+modtran.dat	fd1ce7f294d15e085dfa3df747c1c2cdf4088629	741377de882b5c205f994c1b9416c9ea5fa4432bc2d7d88dd50cf5dbbe866c99	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
6	2007qe	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	j	25	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-i/j	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_i_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_i_p1+modtran.dat	d92f2ebce3a1091a4f135a5974d5339b76db2b3f	796074a658a6f17d58fd4108d84c6fc65caade1c05e578b0530fe4acbdd14f9c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
14	2007F	51	LOSS	KAIT	A	19	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT3-A	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	B_kait3.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/B_kait3.txt	b8849611cb4e128e0e1d39a152af6f52db1f6822	b7432346ab3a4eeffb33c6c79348fb2c96f8bb857228a90483d74f673c82a340	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
14	2007F	51	LOSS	KAIT	B	22	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT3-B	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	V_kait3.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/V_kait3.txt	1e38a90fcb180bf91567db2b37184a8410b9e018	c0af1f018e3d4d3d60b48c9683827568544e84decdd158e5e2fcd17a5a014171	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
14	2007F	51	LOSS	KAIT	C	23	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT3-C	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	R_kait3_cut.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/R_kait3_cut.txt	dd88c35bb126f55ce3fe4dad4a6114cf9564d786	da441a4e9f0bc12c5311f8b5155fbc2ffa491b41e250cf4db780007adb46a285	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
14	2007F	51	LOSS	KAIT	D	22	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT3-D	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	I_kait3.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/I_kait3.txt	4349a1e9112afc412f0e2f0ae908a1a3c63d0e04	d34a4f4b2f926b95ebb866ccc126691d40880319e74446fa81864714b5c02cc0	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
14	2007F	51	LOSS	KAIT	E	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT4-E	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	B_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/B_kait4.txt	11dc6ff83540087cfc38161bb88566880bc412f7	549e056bc705797206c903422a34de5f089848074dc285326fc9bb39a7ba148e	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
14	2007F	51	LOSS	KAIT	F	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT4-F	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	V_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/V_kait4.txt	5fc9f5caf51d26764a56ab880ee09795e271b1d9	e3a6c81d258ebd8682bd836890986a48e483f802098c107d0a3ed7acbd846419	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
14	2007F	51	LOSS	KAIT	G	2	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Stahl_v6_1.fits	b959bba0fec3bf8811ecc6c8535880180734fa6c	1	KAIT	KAIT4-G	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	R_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/R_kait4.txt	fe26ce9b9c766eae0857dddd52f74c290d36e044	8d0c25563513921c557d8cc0519b9f6eb6dab1168767b4756ed58c128acbae9b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
