h0dn_row_1based	CID	IDSURVEY	source_directory	raw_SURVEY	used_filter_token	observation_count_for_token	kcor_input_path	kcor_output_path	kcor_output_git_blob_sha1	definition_count	kcor_declared_SURVEY	kcor_filter_name	kcor_MAGSYSTEM	kcor_FILTSYSTEM	kcor_FILTPATH	transmission_basename	public_transmission_path	public_transmission_git_blob_sha1	public_transmission_sha256	mapping_classification	evidence_level	executed_run_lineage
41	2005M	5	CSPDR3_anthony	CSP	r	56	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-r	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	r_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/r_tel_ccd_atm_ext_1.2.dat	6ca739a4a935e052ce6ae4a96663feeac8250a26	cead2f587b2ff14c0fcd31175ec6b73a477d2ff9767821a02d649167139ae1fd	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
41	2005M	5	CSPDR3_anthony	CSP	u	38	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-u	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	u_tel_ccd_atm_ext_1.2.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/u_tel_ccd_atm_ext_1.2.dat	9f04c0c265228b8285f1af1686dd77096f2059f0	715cfb4eea7a74abbf7d6365f29a551a0ca9a16dd21d8f32af904d4b580f8790	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
41	2005M	5	CSPDR3_anthony	CSP	y	20	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_CSPDR3_v6_1.fits	53c8a34af63d0d34fb513767abb2fdd852c26bff	1	CSP	CSP-y	BD17	COUNT	$SNDATA_ROOT/filters/CSP/CSP_TAMU_20180316	Y_DUP_TAM_scan_atm.dat	Pantheon+_Data/2_CALIBRATION/filters/CSP_TAMU_20180316/Y_DUP_TAM_scan_atm.dat	7261bed97f866ab6093ba12d1069faf05c5d6d6e	478e4ebb2ef4eb838b2d872ddc72c16d66aab72a6ffb040a68775fab50ff3af6	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
42	2005M	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	f	6	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-U/f	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_U_p1.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_U_p1.dat	80b7b875704d4b114c8446f8d9d7f57329c6cd03	00bbc2356c755f8315eb3dff3143576ed56ad2f18ea8870b4ea27e4a6984ee7b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
42	2005M	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	g	4	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-B/g	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_B_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_B_p1+modtran.dat	d44226cb58b4489d6399e97ce7a3935de74fa63c	cca7349553217ed6420d7c28cc644fa45d381992215ec8625505746ee9fa446c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
42	2005M	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	h	6	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-V/h	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_V_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_V_p1+modtran.dat	9f4cc89d6fc142d476d9882a445f476715d9616f	351378bba990897cbccaeb80620764b6c8128a39253afc06a944139815b06a4b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
42	2005M	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	i	5	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-r/i	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_r_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_r_p1+modtran.dat	fd1ce7f294d15e085dfa3df747c1c2cdf4088629	741377de882b5c205f994c1b9416c9ea5fa4432bc2d7d88dd50cf5dbbe866c99	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
42	2005M	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	j	5	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-i/j	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_i_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_i_p1+modtran.dat	d92f2ebce3a1091a4f135a5974d5339b76db2b3f	796074a658a6f17d58fd4108d84c6fc65caade1c05e578b0530fe4acbdd14f9c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
45	1999gp	62	PS1_LOWZ_COMBINED_TEXT_DS17	PS1_LOWZ_COMBINED(CFA2)	G	11	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA2	Bessell-U/G	BD17	COUNT	PS1/Pantheon/SNLS3-Landolt	sux-shifted.dat_5A	Pantheon+_Data/2_CALIBRATION/filters/SNLS3-Landolt/sux-shifted.dat_5A	590149e445dbef9aaaed6131598d79ad5e9194fd	ec4302aeac7f3ff55906febfd80393e037c2d842a2abbbf2140d4c9197a286ea	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
45	1999gp	62	PS1_LOWZ_COMBINED_TEXT_DS17	PS1_LOWZ_COMBINED(CFA2)	H	47	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA2	Bessell-B/H	BD17	COUNT	PS1/Pantheon/SNLS3-Landolt	sb-shifted.dat_5A	Pantheon+_Data/2_CALIBRATION/filters/SNLS3-Landolt/sb-shifted.dat_5A	3a1b812e8f5f9dfccd4df633847184a276fb5583	255e8b6cc1e9b06232239ff8345e01641297e34433cb77a93254ecedb60fa54f	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
45	1999gp	62	PS1_LOWZ_COMBINED_TEXT_DS17	PS1_LOWZ_COMBINED(CFA2)	I	49	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA2	Bessell-V/I	BD17	COUNT	PS1/Pantheon/SNLS3-Landolt	sv-shifted.dat_5A	Pantheon+_Data/2_CALIBRATION/filters/SNLS3-Landolt/sv-shifted.dat_5A	cb04c9245dffeebf383e51efa527c4f4b1b582b4	78f29d10df13a28eb932a3f71b113d34682f733d2e4cd7c926fd975511ad33ea	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
45	1999gp	62	PS1_LOWZ_COMBINED_TEXT_DS17	PS1_LOWZ_COMBINED(CFA2)	J	44	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA2	Bessell-R/J	BD17	COUNT	PS1/Pantheon/SNLS3-Landolt	sr-shifted.dat_5A	Pantheon+_Data/2_CALIBRATION/filters/SNLS3-Landolt/sr-shifted.dat_5A	5269955afc6804f376ede82a3621e7f12497cdb3	fed89b4b904386e78db65114497e0a3eb09e2cd4d05ab4736182dccb86efb92e	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
45	1999gp	62	PS1_LOWZ_COMBINED_TEXT_DS17	PS1_LOWZ_COMBINED(CFA2)	K	39	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA2	Bessell-I/K	BD17	COUNT	PS1/Pantheon/SNLS3-Landolt	si-shifted.dat_5A	Pantheon+_Data/2_CALIBRATION/filters/SNLS3-Landolt/si-shifted.dat_5A	03d1d1af02572e6a9b0fc6b833d34282d34f5571	813a23bd2bbccbbd95f24cce99aa34836b95a491ead55d43b9d67744c4bb42ae	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
46	1999gp	57	KAIT_DS15	KAITM	e	23	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT2-e	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	B_kait2_shifted.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/B_kait2_shifted.txt	e5b42f2c18aadbe4517c2ea8ead42d9e14393f11	028814b25cc7b7ee51ea357dc6dd431112e5a41850b0d5fbc0e0df26f2d30265	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
46	1999gp	57	KAIT_DS15	KAITM	f	23	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT2-f	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	V_kait2_shifted.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/V_kait2_shifted.txt	d7f84300c46032c22f1ac8df6399d871add0c564	f3431d329221c73cfe00e7f43bcb9dc8ebf32c42a972c30e0860c3dd2d32d1d5	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
46	1999gp	57	KAIT_DS15	KAITM	g	21	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT2-g	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	R_kait2_shifted.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/R_kait2_shifted.txt	c23a9a03c1b55c5e05f35b33e953e354bf5837c6	ea62c4bfa311da61ffef86d904e43e3e461ed72575ffa6d108ade27b3946f0a0	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
46	1999gp	57	KAIT_DS15	KAITM	h	20	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT2-h	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	I_kait2_shifted.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/I_kait2_shifted.txt	692e2a778fec1a9a921f0461c1642e9182edd622	544c150fed2621bd78811ffb867b79ae72e35ffb525d819ce16eecc499af0f99	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
50	2007co	57	KAIT_DS15	KAITM	E	22	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT4-E	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	B_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/B_kait4.txt	11dc6ff83540087cfc38161bb88566880bc412f7	549e056bc705797206c903422a34de5f089848074dc285326fc9bb39a7ba148e	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
50	2007co	57	KAIT_DS15	KAITM	F	24	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT4-F	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	V_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/V_kait4.txt	5fc9f5caf51d26764a56ab880ee09795e271b1d9	e3a6c81d258ebd8682bd836890986a48e483f802098c107d0a3ed7acbd846419	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
50	2007co	57	KAIT_DS15	KAITM	G	24	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT4-G	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	R_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/R_kait4.txt	fe26ce9b9c766eae0857dddd52f74c290d36e044	8d0c25563513921c557d8cc0519b9f6eb6dab1168767b4756ed58c128acbae9b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
50	2007co	57	KAIT_DS15	KAITM	H	24	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_KAIT_Mo_v6_1.fits	698aa4836a917dfc1569fbccec976db44201110f	1	KAIT	KAIT4-H	BD17	COUNT	$PS1_USERS/dscolnic/Excalibur_dillon/filters/KAIT_2018	I_kait4.txt	Pantheon+_Data/2_CALIBRATION/filters/KAIT_2018/I_kait4.txt	15abcf7e5a25eff12a399998f43590a46a357138	29daef418c998fa264e2b6f4bd03dab5365f480f50a141b30849b4a6973a4be8	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
51	2007co	56	SWIFT	SWIFT	B	10	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-B	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	B_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/B_UVOT_rev.txt	a19745c0da113289d0bb8b0ad6a796823324a037	0e733cf59b7f780f4a986e36a2a69fdf8331efe5fd7f0b7f03fd09aa71012d7f	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
51	2007co	56	SWIFT	SWIFT	U	10	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-U	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	U_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/U_UVOT_rev.txt	42f2fec50304508a31df361f3c27ee54dd40b65c	b24c7b82a64d6aeaeaa2a13ff714392e0d1ef7f082ec680975458671387984c7	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
51	2007co	56	SWIFT	SWIFT	V	10	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-V	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	V_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/V_UVOT_rev.txt	cf3336e6dd369718ae84b9f0697ed10159cbef4a	2167055891996afc7891c5bd45fde11a10849dbc327a8a01d2471d5370ad3952	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
51	2007co	56	SWIFT	SWIFT	W	9	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-W	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	U_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/U_UVOT_rev.txt	42f2fec50304508a31df361f3c27ee54dd40b65c	b24c7b82a64d6aeaeaa2a13ff714392e0d1ef7f082ec680975458671387984c7	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
51	2007co	56	SWIFT	SWIFT	X	5	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_SWIFT_v6_1.fits	457d0064d4ede26b371b74d8e32e366602102c0f	1	SWIFTNEW	UVOT-X	BD17	COUNT	/project2/rkessler/SURVEYS/PS1MD/ROOT/filters/SWIFT	U_UVOT_rev.txt	Pantheon+_Data/2_CALIBRATION/filters/SWIFT/U_UVOT_rev.txt	42f2fec50304508a31df361f3c27ee54dd40b65c	b24c7b82a64d6aeaeaa2a13ff714392e0d1ef7f082ec680975458671387984c7	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
52	2007co	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	f	19	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-U/f	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_U_p1.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_U_p1.dat	80b7b875704d4b114c8446f8d9d7f57329c6cd03	00bbc2356c755f8315eb3dff3143576ed56ad2f18ea8870b4ea27e4a6984ee7b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
52	2007co	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	g	23	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-B/g	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_B_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_B_p1+modtran.dat	d44226cb58b4489d6399e97ce7a3935de74fa63c	cca7349553217ed6420d7c28cc644fa45d381992215ec8625505746ee9fa446c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
52	2007co	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	h	28	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-V/h	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_V_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_V_p1+modtran.dat	9f4cc89d6fc142d476d9882a445f476715d9616f	351378bba990897cbccaeb80620764b6c8128a39253afc06a944139815b06a4b	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
52	2007co	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	i	27	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-r/i	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_r_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_r_p1+modtran.dat	fd1ce7f294d15e085dfa3df747c1c2cdf4088629	741377de882b5c205f994c1b9416c9ea5fa4432bc2d7d88dd50cf5dbbe866c99	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
52	2007co	64	CfA3_DJ20	PS1_LOWZ_COMBINED(CFA3K)	j	25	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED.input	Pantheon+_Data/2_CALIBRATION/SNANA_kcor/kcor_PS1_CFA_COMBINED_v6_1.fits	a5403c58bf24ff2a7e6f5d7de96572784ed788d8	1	CFA3K	CFA41-i/j	BD17	COUNT	PS1/Pantheon/PS1_CFA4	cfa4_i_p1+modtran.dat	Pantheon+_Data/2_CALIBRATION/filters/PS1_CFA4/cfa4_i_p1+modtran.dat	d92f2ebce3a1091a4f135a5974d5339b76db2b3f	796074a658a6f17d58fd4108d84c6fc65caade1c05e578b0530fe4acbdd14f9c	PUBLIC_KCOR_TEXT_AND_TRANSMISSION_ASSET_MAPPED	PUBLIC_KCOR_TEXT_AND_TRACKED_ASSET_METADATA	NOT_ESTABLISHED
